feeder,tag,start,end,event,event_id,time_diff_pre,JID,year,visit_duration,perch,site,position,day,time,hour,rings,sex,partnerID,box,motherID,fatherID,age,position_year,pre_JID,pre_start,pre_end,this_start,this_end,pre_event_id,next_JID,next_start,next_end,time_diff_next,next_event_id,self_follow,parent,age_24,JID_position,JID_position_year,dual_juv,dual_juv_parent,visit_no,day_ringed,motherID_position_year,fatherID_position_year,mother_position_first,father_position_first,mother_days_before,father_days_before,motherID_year,mother_visit_no_total,fatherID_year,father_visit_no_total,mother_feeder_use,father_feeder_use,parent_feeder_use,pre_age24,pre_age,pre_JID_position_year,pre_first_day,pre_days_before,juv_juv,pre_dual_event_key,day_ringed_z
Y2.1,01148B06D5,02/07/2023 06:29,02/07/2023 06:29,16853,Y2.1 2023-07-02 06:29:16.190 J5189,1.842999935,J5189,2023,11.6419999599457s,primary,Y,Y2,183,29:16.2,6,YYBZM,NA,NA,Y05,J4109,J4111,1,Y2_2023,J4111,02/07/2023 06:28,02/07/2023 06:29,02/07/2023 06:29,02/07/2023 06:29,Y2.1 2023-07-02 06:28:59.966 J4111,J1182,02/07/2023 06:29,02/07/2023 06:29,0,Y2.1 2023-07-02 06:29:27.832 J1182,not self,1,2,J5189_Y2,J5189_Y2_2023,1,2,34,149,J4109_Y2_2023,J4111_Y2_2023,134,143,49,40,J4109_2023,NA,J4111_2023,NA,2,2,4,4,3,J4111_Y2_2023,143,40,no_juv_juv,solo_event,-1.030231489
Z2.1,01148A7E56,16/07/2023 08:37,16/07/2023 08:38,27008,Z2.1 2023-07-16 08:37:46.141 J5209,1225.053,J5209,2023,40.6840000152588s,primary,Z,Z2,197,37:46.1,8,YZOBZM,NA,NA,Z16,J1001,J2077,1,Z2_2023,J1458,16/07/2023 08:17,16/07/2023 08:17,16/07/2023 08:37,16/07/2023 08:38,Z2.1 2023-07-16 08:17:18.979 J1458,J5316,16/07/2023 08:39,16/07/2023 08:39,71.79900002,Z2.1 2023-07-16 08:39:38.624 J5316,not self,0,2,J5209_Z2,J5209_Z2_2023,0,0,5,152,J1001_Z2_2023,J2077_Z2_2023,139,139,58,58,J1001_2023,NA,J2077_2023,NA,2,2,4,10,9,J1458_Z2_2023,139,58,no_juv_juv,solo_event,-0.170955444
Z5.1,01148B1B31,05/07/2023 08:44,05/07/2023 08:44,58886,Z5.1 2023-07-05 08:44:54.674 J5212,0,J5212,2023,2.05099987983704s,primary,Z,Z5,186,44:54.7,8,RWBZM,NA,NA,Z38,J4940,J933,1,Z5_2023,J933,05/07/2023 08:44,05/07/2023 08:44,05/07/2023 08:44,05/07/2023 08:44,Z5.1 2023-07-05 08:44:36.657 J933,J933,05/07/2023 08:44,05/07/2023 08:45,1.613000154,Z5.1 2023-07-05 08:44:58.338 J933,not self,1,2,J5212_Z5,J5212_Z5_2023,1,2,25,151,J4940_Z5_2023,J933_Z5_2023,NA,143,NA,43,J4940_2023,NA,J933_2023,NA,0,2,2,12,11,J933_Z5_2023,143,43,no_juv_juv,solo_event,-0.457380792
Y2.1,01148B5B03,20/06/2023 07:41,20/06/2023 07:41,4878,Y2.1 2023-06-20 07:41:32.256 J5218,0,J5218,2023,1.61199998855591s,primary,Y,Y2,171,41:32.3,7,GOBZM,NA,NA,Y07,J3019,J2391,1,Y2_2023,J3492,20/06/2023 07:41,20/06/2023 07:41,20/06/2023 07:41,20/06/2023 07:41,Y2.1 2023-06-20 07:41:25.789 J3492,J3492,20/06/2023 07:41,20/06/2023 07:41,0,Y2.1 2023-06-20 07:41:33.868 J3492,not self,0,2,J5218_Y2,J5218_Y2_2023,0,0,3,152,J3019_Y2_2023,J2391_Y2_2023,NA,161,NA,10,J3019_2023,NA,J2391_2023,NA,0,2,2,7,6,J3492_Y2_2023,137,34,no_juv_juv,solo_event,-0.170955444
Y1.1,01148A8A10,24/06/2023 12:56,24/06/2023 12:56,35971,Y1.1 2023-06-24 12:56:13.417 J5222,76.93600011,J5222,2023,27.6879999637604s,primary,Y,Y1,175,56:13.4,12,RZOBZM,NA,NA,Y19,J3987,J4574,1,Y1_2023,J3987,24/06/2023 12:54,24/06/2023 12:54,24/06/2023 12:56,24/06/2023 12:56,Y1.1 2023-06-24 12:54:23.519 J3987,J2124,24/06/2023 12:56,24/06/2023 12:56,0,Y1.1 2023-06-24 12:56:41.105 J2124,not self,1,2,J5222_Y1,J5222_Y1_2023,1,2,67,152,J3987_Y1_2023,J4574_Y1_2023,78,78,97,97,J3987_2023,NA,J4574_2023,NA,2,2,4,7,6,J3987_Y1_2023,78,97,no_juv_juv,solo_event,-0.170955444
Y4.1,01148A8A10,27/06/2023 10:37,27/06/2023 10:37,69089,Y4.1 2023-06-27 10:37:17.325 J5222,0,J5222,2023,0.976000070571899s,primary,Y,Y4,178,37:17.3,10,RZOBZM,NA,NA,Y19,J3987,J4574,1,Y4_2023,J3987,27/06/2023 10:36,27/06/2023 10:37,27/06/2023 10:37,27/06/2023 10:37,Y4.1 2023-06-27 10:36:53.493 J3987,J4521,27/06/2023 10:38,27/06/2023 10:39,55.8269999,Y4.1 2023-06-27 10:38:14.128 J4521,not self,1,2,J5222_Y4,J5222_Y4_2023,1,2,147,152,J3987_Y4_2023,J4574_Y4_2023,128,122,50,56,J3987_2023,NA,J4574_2023,NA,2,2,4,7,6,J3987_Y4_2023,128,50,no_juv_juv,solo_event,-0.170955444
Z2.1,01148B3E00,13/07/2023 10:23,13/07/2023 10:23,25665,Z2.1 2023-07-13 10:23:34.914 J5234,253.0799999,J5234,2023,20.6700000762939s,primary,Z,Z2,194,23:34.9,10,GVBZM,NA,NA,Z15,J164,J831,1,Z2_2023,J831,13/07/2023 10:18,13/07/2023 10:19,13/07/2023 10:23,13/07/2023 10:23,Z2.1 2023-07-13 10:18:40.242 J831,J831,13/07/2023 10:23,13/07/2023 10:24,0,Z2.1 2023-07-13 10:23:55.585 J831,not self,1,2,J5234_Z2,J5234_Z2_2023,1,2,32,152,J164_Z2_2023,J831_Z2_2023,139,139,55,55,J164_2023,NA,J831_2023,NA,2,2,4,12,11,J831_Z2_2023,139,55,no_juv_juv,solo_event,-0.170955444
Z5.1,01148B3E00,18/07/2023 11:24,18/07/2023 11:24,68207,Z5.1 2023-07-18 11:24:04.427 J5234,2613.283,J5234,2023,20.1470000743866s,primary,Z,Z5,199,24:04.4,11,GVBZM,NA,NA,Z15,J164,J831,1,Z5_2023,J899,18/07/2023 10:37,18/07/2023 10:40,18/07/2023 11:24,18/07/2023 11:24,Z5.1 2023-07-18 10:37:52.332 J899,J5234,18/07/2023 11:30,18/07/2023 11:30,346.0090001,Z5.1 2023-07-18 11:30:10.584 J5234,not self,0,2,J5234_Z5,J5234_Z5_2023,1,1,11,152,J164_Z5_2023,J831_Z5_2023,NA,144,NA,55,J164_2023,NA,J831_2023,NA,0,2,2,11,10,J899_Z5_2023,138,61,no_juv_juv,solo_event,-0.170955444
Z2.1,01148A574E,19/07/2023 08:17,19/07/2023 08:17,31414,Z2.1 2023-07-19 08:17:36.132 J5237,90.58099985,J5237,2023,0s,primary,Z,Z2,200,17:36.1,8,RZVBZM,NA,NA,Z24,J218,J289,1,Z2_2023,J4312,19/07/2023 08:15,19/07/2023 08:16,19/07/2023 08:17,19/07/2023 08:17,Z2.1 2023-07-19 08:15:25.769 J4312,J5379,19/07/2023 08:17,19/07/2023 08:18,7.570000172,Z2.1 2023-07-19 08:17:43.703 J5379,not self,0,2,J5237_Z2,J5237_Z2_2023,0,0,4,153,J218_Z2_2023,J289_Z2_2023,NA,NA,NA,NA,J218_2023,NA,J289_2023,NA,0,0,0,4,3,J4312_Z2_2023,139,61,no_juv_juv,solo_event,0.115469905
Z3.1,01148ADCA4,19/07/2023 12:49,19/07/2023 12:49,7858,Z3.1 2023-07-19 12:49:39.900 J5239,3.683000088,J5239,2023,2.11199998855591s,primary,Z,Z3,200,49:39.9,12,BVBZM,NA,NA,Z29,J2377,J1463,1,Z3_2023,J1973,19/07/2023 12:48,19/07/2023 12:49,19/07/2023 12:49,19/07/2023 12:49,Z3.1 2023-07-19 12:48:55.736 J1973,J289,19/07/2023 12:49,19/07/2023 12:49,1.207999945,Z3.1 2023-07-19 12:49:43.220 J289,not self,0,2,J5239_Z3,J5239_Z3_2023,0,0,1,153,J2377_Z3_2023,J1463_Z3_2023,NA,127,NA,73,J2377_2023,NA,J1463_2023,NA,0,2,2,9,8,J1973_Z3_2023,134,66,no_juv_juv,solo_event,0.115469905
Z5.1,01148ADCA4,11/07/2023 09:40,11/07/2023 09:40,65494,Z5.1 2023-07-11 09:40:26.908 J5239,147.5609999,J5239,2023,2.0530002117157s,primary,Z,Z5,192,40:26.9,9,BVBZM,NA,NA,Z29,J2377,J1463,1,Z5_2023,J899,11/07/2023 09:36,11/07/2023 09:37,11/07/2023 09:40,11/07/2023 09:40,Z5.1 2023-07-11 09:36:57.262 J899,J899,11/07/2023 09:51,11/07/2023 09:51,673.8789999,Z5.1 2023-07-11 09:51:42.842 J899,not self,0,2,J5239_Z5,J5239_Z5_2023,0,0,15,153,J2377_Z5_2023,J1463_Z5_2023,139,136,53,56,J2377_2023,NA,J1463_2023,NA,2,2,4,11,10,J899_Z5_2023,138,54,no_juv_juv,solo_event,0.115469905
Y2.1,01148B0935,13/07/2023 08:02,13/07/2023 08:02,13667,Y2.1 2023-07-13 08:02:52.546 J5250,6.111999989,J5250,2023,0.550000190734863s,primary,Y,Y2,194,02:52.5,8,WVBZM,NA,NA,Y04,J2994,J3749,1,Y2_2023,J3749,13/07/2023 08:02,13/07/2023 08:02,13/07/2023 08:02,13/07/2023 08:02,Y2.1 2023-07-13 08:02:34.263 J3749,J3749,13/07/2023 08:02,13/07/2023 08:03,2.905999899,Y2.1 2023-07-13 08:02:56.003 J3749,not self,1,2,J5250_Y2,J5250_Y2_2023,1,2,6,153,J2994_Y2_2023,J3749_Y2_2023,164,194,30,0,J2994_2023,NA,J3749_2023,NA,2,2,4,7,6,J3749_Y2_2023,194,0,no_juv_juv,solo_event,0.115469905
Y1.1,01148A6DC7,25/07/2023 06:43,25/07/2023 06:44,43785,Y1.1 2023-07-25 06:43:16.937 J5255,9.684000015,J5255,2023,80.2819998264313s (~1.34 minutes),primary,Y,Y1,206,43:16.9,6,BZOBZM,NA,NA,Y19,J3987,J4574,1,Y1_2023,J5273,25/07/2023 06:43,25/07/2023 06:43,25/07/2023 06:43,25/07/2023 06:44,Y1.1 2023-07-25 06:43:04.973 J5273,J972,25/07/2023 06:46,25/07/2023 06:48,140.6530001,Y1.1 2023-07-25 06:46:57.871 J972,not self,0,2,J5255_Y1,J5255_Y1_2023,0,0,4,152,J3987_Y1_2023,J4574_Y1_2023,78,78,128,128,J3987_2023,NA,J4574_2023,NA,2,2,4,2,1,J5273_Y1_2023,186,20,juv_juv,solo_event,-0.170955444
Y4.1,01148A6DC7,28/06/2023 09:08,28/06/2023 09:09,71694,Y4.1 2023-06-28 09:08:58.433 J5255,53.04900026,J5255,2023,59.5209999084473s,primary,Y,Y4,179,08:58.4,9,BZOBZM,NA,NA,Y19,J3987,J4574,1,Y4_2023,J2941,28/06/2023 09:07,28/06/2023 09:08,28/06/2023 09:08,28/06/2023 09:09,Y4.1 2023-06-28 09:07:40.110 J2941,J5520,28/06/2023 09:10,28/06/2023 09:11,36.24499989,Y4.1 2023-06-28 09:10:34.197 J5520,not self,0,2,J5255_Y4,J5255_Y4_2023,0,0,10,152,J3987_Y4_2023,J4574_Y4_2023,128,122,51,57,J3987_2023,NA,J4574_2023,NA,2,2,4,9,8,J2941_Y4_2023,112,67,no_juv_juv,solo_event,-0.170955444
Y2.1,011265D928,26/06/2023 18:28,26/06/2023 18:28,11680,Y2.1 2023-06-26 18:28:56.321 J5267,0,J5267,2023,1.90299987792969s,primary,Y,Y2,177,28:56.3,18,BOBZM,NA,NA,Y07,J3019,J2391,1,Y2_2023,J3492,26/06/2023 18:28,26/06/2023 18:28,26/06/2023 18:28,26/06/2023 18:28,Y2.1 2023-06-26 18:28:42.992 J3492,J3492,26/06/2023 18:28,26/06/2023 18:28,0.000999928,Y2.1 2023-06-26 18:28:58.223 J3492,not self,0,2,J5267_Y2,J5267_Y2_2023,0,0,24,152,J3019_Y2_2023,J2391_Y2_2023,NA,161,NA,16,J3019_2023,NA,J2391_2023,NA,0,2,2,7,6,J3492_Y2_2023,137,40,no_juv_juv,solo_event,-0.170955444
Y1.1,01148AA126,26/06/2023 07:21,26/06/2023 07:21,37972,Y1.1 2023-06-26 07:21:25.799 J5269,32.91600013,J5269,2023,0s,primary,Y,Y1,177,21:25.8,7,GZYRZM,NA,NA,Y25,J1893,J972,1,Y1_2023,J972,26/06/2023 07:20,26/06/2023 07:20,26/06/2023 07:21,26/06/2023 07:21,Y1.1 2023-06-26 07:20:36.546 J972,J972,26/06/2023 07:22,26/06/2023 07:22,38.66799998,Y1.1 2023-06-26 07:22:04.467 J972,not self,1,2,J5269_Y1,J5269_Y1_2023,1,2,30,154,J1893_Y1_2023,J972_Y1_2023,134,141,43,36,J1893_2023,NA,J972_2023,NA,2,2,4,11,10,J972_Y1_2023,141,36,no_juv_juv,solo_event,0.401895253
Y4.1,01148AA126,07/07/2023 18:21,07/07/2023 18:21,81271,Y4.1 2023-07-07 18:21:47.789 J5269,39.8119998,J5269,2023,8.44600009918213s,primary,Y,Y4,188,21:47.8,18,GZYRZM,NA,NA,Y25,J1893,J972,1,Y4_2023,J4776,07/07/2023 18:21,07/07/2023 18:21,07/07/2023 18:21,07/07/2023 18:21,Y4.1 2023-07-07 18:21:05.437 J4776,J2124,07/07/2023 18:22,07/07/2023 18:22,5.282999992,Y4.1 2023-07-07 18:22:01.519 J2124,not self,0,2,J5269_Y4,J5269_Y4_2023,1,1,11,154,J1893_Y4_2023,J972_Y4_2023,131,115,57,73,J1893_2023,NA,J972_2023,NA,2,2,4,3,2,J4776_Y4_2023,113,75,no_juv_juv,solo_event,0.401895253
Y1.1,01148B4DA8,05/07/2023 18:26,05/07/2023 18:27,41458,Y1.1 2023-07-05 18:26:38.500 J5271,6557.076,J5271,2023,31.6119999885559s,primary,Y,Y1,186,26:38.5,18,GZOBZM,NA,NA,Y19,J3987,J4574,1,Y1_2023,J4044,05/07/2023 16:37,05/07/2023 16:37,05/07/2023 18:26,05/07/2023 18:27,Y1.1 2023-07-05 16:37:16.590 J4044,J5074,05/07/2023 18:28,05/07/2023 18:28,57.99300003,Y1.1 2023-07-05 18:28:08.104 J5074,not self,0,2,J5271_Y1,J5271_Y1_2023,1,1,51,152,J3987_Y1_2023,J4574_Y1_2023,78,78,108,108,J3987_2023,NA,J4574_2023,NA,2,2,4,5,4,J4044_Y1_2023,78,108,no_juv_juv,solo_event,-0.170955444
Y4.1,01148B4DA8,18/06/2023 14:42,18/06/2023 14:42,57106,Y4.1 2023-06-18 14:42:26.725 J5271,14.54699993,J5271,2023,31.3849999904633s,primary,Y,Y4,169,42:26.7,14,GZOBZM,NA,NA,Y19,J3987,J4574,1,Y4_2023,J3987,18/06/2023 14:41,18/06/2023 14:42,18/06/2023 14:42,18/06/2023 14:42,Y4.1 2023-06-18 14:41:36.286 J3987,J3987,18/06/2023 14:42,18/06/2023 14:43,0,Y4.1 2023-06-18 14:42:58.111 J3987,not self,1,2,J5271_Y4,J5271_Y4_2023,1,2,11,152,J3987_Y4_2023,J4574_Y4_2023,128,122,41,47,J3987_2023,NA,J4574_2023,NA,2,2,4,7,6,J3987_Y4_2023,128,41,no_juv_juv,solo_event,-0.170955444
Y1.1,01148A4C80,05/07/2023 18:29,05/07/2023 18:30,41462,Y1.1 2023-07-05 18:29:27.279 J5273,20.73900008,J5273,2023,38.1489999294281s,primary,Y,Y1,186,29:27.3,18,YZYRZM,NA,NA,Y26,J2952,J2941,1,Y1_2023,J5271,05/07/2023 18:28,05/07/2023 18:29,05/07/2023 18:29,05/07/2023 18:30,Y1.1 2023-07-05 18:28:27.929 J5271,J4111,05/07/2023 18:31,05/07/2023 18:32,114.1030002,Y1.1 2023-07-05 18:31:59.531 J4111,not self,0,2,J5273_Y1,J5273_Y1_2023,0,0,21,154,J2952_Y1_2023,J2941_Y1_2023,99,78,87,108,J2952_2023,NA,J2941_2023,NA,2,2,4,2,1,J5271_Y1_2023,186,0,juv_juv,solo_event,0.401895253
Y4.1,01148A4C80,05/07/2023 08:14,05/07/2023 08:14,79292,Y4.1 2023-07-05 08:14:37.750 J5273,190.0599999,J5273,2023,0s,primary,Y,Y4,186,14:37.8,8,YZYRZM,NA,NA,Y26,J2952,J2941,1,Y4_2023,J1318,05/07/2023 08:10,05/07/2023 08:11,05/07/2023 08:14,05/07/2023 08:14,Y4.1 2023-07-05 08:10:37.553 J1318,J5273,05/07/2023 08:14,05/07/2023 08:15,10.5539999,Y4.1 2023-07-05 08:14:48.303 J5273,not self,0,2,J5273_Y4,J5273_Y4_2023,0,0,76,154,J2952_Y4_2023,J2941_Y4_2023,188,112,-2,74,J2952_2023,NA,J2941_2023,NA,2,2,4,12,11,J1318_Y4_2023,128,58,no_juv_juv,solo_event,0.401895253
Z3.1,01148A4C80,10/07/2023 11:30,10/07/2023 11:30,7525,Z3.1 2023-07-10 11:30:47.644 J5273,62943.817,J5273,2023,2.32400012016296s,primary,Z,Z3,191,30:47.6,11,YZYRZM,NA,NA,Y26,J2952,J2941,1,Z3_2023,J5329,09/07/2023 18:00,09/07/2023 18:01,10/07/2023 11:30,10/07/2023 11:30,Z3.1 2023-07-09 18:00:49.735 J5329,J5273,10/07/2023 11:35,10/07/2023 11:36,253.6330001,Z3.1 2023-07-10 11:35:03.603 J5273,not self,0,2,J5273_Z3,J5273_Z3_2023,0,0,8,154,J2952_Z3_2023,J2941_Z3_2023,NA,NA,NA,NA,J2952_2023,NA,J2941_2023,NA,0,0,0,2,1,J5329_Z3_2023,190,1,juv_juv,solo_event,0.401895253
Z5.1,01148AB4A1,07/07/2023 10:09,07/07/2023 10:10,61190,Z5.1 2023-07-07 10:09:57.184 J5288,234.533,J5288,2023,4.92300009727478s,primary,Z,Z5,188,09:57.2,10,OZBRZM,NA,NA,Z30,J1973,J3699,1,Z5_2023,J899,07/07/2023 10:05,07/07/2023 10:06,07/07/2023 10:09,07/07/2023 10:10,Z5.1 2023-07-07 10:05:32.736 J899,J899,07/07/2023 10:10,07/07/2023 10:10,0,Z5.1 2023-07-07 10:10:02.108 J899,not self,0,2,J5288_Z5,J5288_Z5_2023,0,0,10,154,J1973_Z5_2023,J3699_Z5_2023,144,NA,44,NA,J1973_2023,NA,J3699_2023,NA,2,0,2,11,10,J899_Z5_2023,138,50,no_juv_juv,solo_event,0.401895253
Z2.1,01148B1461,06/07/2023 08:23,06/07/2023 08:23,15560,Z2.1 2023-07-06 08:23:31.937 J5293,0,J5293,2023,0s,primary,Z,Z2,187,23:31.9,8,BWRZM,NA,NA,Z45,J3508,J2783,1,Z2_2023,J2783,06/07/2023 08:23,06/07/2023 08:23,06/07/2023 08:23,06/07/2023 08:23,Z2.1 2023-07-06 08:23:02.677 J2783,J2783,06/07/2023 08:23,06/07/2023 08:24,11.71499991,Z2.1 2023-07-06 08:23:43.651 J2783,not self,1,2,J5293_Z2,J5293_Z2_2023,1,2,130,155,J3508_Z2_2023,J2783_Z2_2023,139,138,48,49,J3508_2023,NA,J2783_2023,NA,2,2,4,7,6,J2783_Z2_2023,138,49,no_juv_juv,solo_event,0.688320602
