feeder,tag,start,end,event,event_id,time_diff_pre,JID,year,visit_duration,perch,site,position,day,time,hour,rings,sex,partnerID,box,motherID,fatherID,age,position_year,pre_JID,pre_start,pre_end,this_start,this_end,pre_event_id,next_JID,next_start,next_end,time_diff_next,next_event_id,self_follow,parent,age_24,JID_position,JID_position_year,dual_juv,dual_juv_parent,visit_no,day_ringed,motherID_position_year,fatherID_position_year,mother_position_first,father_position_first,mother_days_before,father_days_before,motherID_year,mother_visit_no_total,fatherID_year,father_visit_no_total,mother_feeder_use,father_feeder_use,parent_feeder_use,pre_age24,pre_age,pre_JID_position_year,pre_first_day,pre_days_before,juv_juv,pre_dual_event_key,day_ringed_z
Y1.1,01148B120E,22/07/2024 14:41,22/07/2024 14:42,30850,Y1.1 2024-07-22 14:41:14.480 J5694,113.2649999,J5694,2024,61.1449999809265s (~1.02 minutes),primary,Y,Y1,204,41:14.5,14,MVOZB,NA,NA,Y23,J505,J1480,1,Y1_2024,J6043,22/07/2024 14:39,22/07/2024 14:39,22/07/2024 14:41,22/07/2024 14:42,Y1.1 2024-07-22 14:39:01.895 J6043,J5769,22/07/2024 14:44,22/07/2024 14:44,113.8980002,Y1.1 2024-07-22 14:44:09.524 J5769,not self,0,1,J5694_Y1,J5694_Y1_2024,0,0,3,152,J505_Y1_2024,J1480_Y1_2024,12,12,192,192,J505_2024,NA,J1480_2024,NA,2,2,4,1,1,J6043_Y1_2024,187,17,juv_juv,solo_event,-0.170955444
Y1.1,01148B0FB0,04/07/2024 07:59,04/07/2024 07:59,24051,Y1.1 2024-07-04 07:59:48.998 J5695,124.6890001,J5695,2024,0s,primary,Y,Y1,186,59:49.0,7,MVGZB,NA,NA,Y35,J5089,J2126,1,Y1_2024,J1057,04/07/2024 07:57,04/07/2024 07:57,04/07/2024 07:59,04/07/2024 07:59,Y1.1 2024-07-04 07:57:42.257 J1057,J4111,04/07/2024 08:01,04/07/2024 08:01,102.1019998,Y1.1 2024-07-04 08:01:31.099 J4111,not self,0,1,J5695_Y1,J5695_Y1_2024,0,0,29,152,J5089_Y1_2024,J2126_Y1_2024,12,12,174,174,J5089_2024,NA,J2126_2024,NA,2,2,4,10,10,J1057_Y1_2024,177,9,no_juv_juv,solo_event,-0.170955444
Y3.1,01148B0FB0,12/07/2024 10:42,12/07/2024 10:44,23073,Y3.1 2024-07-12 10:42:00.564 J5695,22.78200006,J5695,2024,151.358999729156s (~2.52 minutes),primary,Y,Y3,194,42:00.6,10,MVGZB,NA,NA,Y35,J5089,J2126,1,Y3_2024,J1529,12/07/2024 10:41,12/07/2024 10:41,12/07/2024 10:42,12/07/2024 10:44,Y3.1 2024-07-12 10:41:20.690 J1529,J5695,12/07/2024 11:17,12/07/2024 11:21,1981.41,Y3.1 2024-07-12 11:17:33.332 J5695,not self,0,1,J5695_Y3,J5695_Y3_2024,0,0,10,152,J5089_Y3_2024,J2126_Y3_2024,138,NA,56,NA,J5089_2024,NA,J2126_2024,NA,2,0,2,10,10,J1529_Y3_2024,159,35,no_juv_juv,solo_event,-0.170955444
Z2.1,01148B3A4D,10/07/2024 12:04,10/07/2024 12:04,6428,Z2.1 2024-07-10 12:04:17.200 J5697,122.829,J5697,2024,2.04999995231628s,primary,Z,Z2,192,04:17.2,12,MVRW,NA,NA,Z05,J2951,J2149,1,Z2_2024,J5999,10/07/2024 12:02,10/07/2024 12:02,10/07/2024 12:04,10/07/2024 12:04,Z2.1 2024-07-10 12:02:10.209 J5999,J5697,10/07/2024 12:04,10/07/2024 12:04,10.35300016,Z2.1 2024-07-10 12:04:29.603 J5697,not self,0,1,J5697_Z2,J5697_Z2_2024,0,0,41,153,J2951_Z2_2024,J2149_Z2_2024,NA,178,NA,14,J2951_2024,NA,J2149_2024,NA,0,2,2,3,3,J5999_Z2_2024,192,0,no_juv_juv,solo_event,0.115469905
Z2.1,01148A797F,12/07/2024 15:24,12/07/2024 15:24,8503,Z2.1 2024-07-12 15:24:36.953 J5700,0,J5700,2024,1.65899991989136s,primary,Z,Z2,194,24:37.0,15,MVOZY,NA,NA,Z17,J990,J909,1,Z2_2024,J990,12/07/2024 15:24,12/07/2024 15:24,12/07/2024 15:24,12/07/2024 15:24,Z2.1 2024-07-12 15:24:19.131 J990,J990,12/07/2024 15:24,12/07/2024 15:24,0.000999928,Z2.1 2024-07-12 15:24:38.612 J990,not self,1,1,J5700_Z2,J5700_Z2_2024,1,2,2,152,J990_Z2_2024,J909_Z2_2024,55,NA,139,NA,J990_2024,NA,J909_2024,NA,2,0,2,10,10,J990_Z2_2024,55,139,no_juv_juv,solo_event,-0.170955444
Y1.1,01148B4EF7,21/07/2024 14:53,21/07/2024 14:53,28980,Y1.1 2024-07-21 14:53:15.223 J5701,0.690999985,J5701,2024,40.6160001754761s,primary,Y,Y1,203,53:15.2,14,MVYW,NA,NA,Z25,J3715,J1096,1,Y1_2024,J6061,21/07/2024 14:53,21/07/2024 14:53,21/07/2024 14:53,21/07/2024 14:53,Y1.1 2024-07-21 14:53:14.532 J6061,J5701,21/07/2024 14:55,21/07/2024 14:55,69.06699991,Y1.1 2024-07-21 14:55:04.907 J5701,not self,0,1,J5701_Y1,J5701_Y1_2024,0,0,2,153,J3715_Y1_2024,J1096_Y1_2024,176,170,27,33,J3715_2024,NA,J1096_2024,NA,2,2,4,1,1,J6061_Y1_2024,195,8,juv_juv,solo_event,0.115469905
Z2.1,01148B4EF7,17/07/2024 13:38,17/07/2024 13:41,12202,Z2.1 2024-07-17 13:38:50.491 J5701,308.9450002,J5701,2024,156.708999872208s (~2.61 minutes),primary,Z,Z2,199,38:50.5,13,MVYW,NA,NA,Z25,J3715,J1096,1,Z2_2024,J4747,17/07/2024 13:33,17/07/2024 13:33,17/07/2024 13:38,17/07/2024 13:41,Z2.1 2024-07-17 13:33:13.953 J4747,J5701,17/07/2024 13:41,17/07/2024 13:41,1.717000008,Z2.1 2024-07-17 13:41:28.917 J5701,not self,0,1,J5701_Z2,J5701_Z2_2024,0,0,22,153,J3715_Z2_2024,J1096_Z2_2024,108,149,91,50,J3715_2024,NA,J1096_2024,NA,2,2,4,3,3,J4747_Z2_2024,62,137,no_juv_juv,solo_event,0.115469905
Z2.1,01148ACC80,13/07/2024 08:04,13/07/2024 08:05,9091,Z2.1 2024-07-13 08:04:29.730 J5703,763.6209998,J5703,2024,61.5090003013611s (~1.03 minutes),primary,Z,Z2,195,04:29.7,8,MVRB,NA,NA,Z29,J2377,J1463,1,Z2_2024,J6017,13/07/2024 07:51,13/07/2024 07:51,13/07/2024 08:04,13/07/2024 08:05,Z2.1 2024-07-13 07:51:46.110 J6017,J558,13/07/2024 08:18,13/07/2024 08:18,767.0469999,Z2.1 2024-07-13 08:18:18.288 J558,not self,0,1,J5703_Z2,J5703_Z2_2024,0,0,1,152,J2377_Z2_2024,J1463_Z2_2024,NA,129,NA,66,J2377_2024,NA,J1463_2024,NA,0,2,2,3,3,J6017_Z2_2024,174,21,no_juv_juv,solo_event,-0.170955444
Y2.1,01148B2469,25/06/2024 05:07,25/06/2024 05:07,39714,Y2.1 2024-06-25 05:07:19.963 J5704,77.99600005,J5704,2024,31.1340000629425s,primary,Y,Y2,177,07:20.0,5,MVYZG,NA,NA,Z35,J2415,J1627,1,Y2_2024,J2375,25/06/2024 05:05,25/06/2024 05:06,25/06/2024 05:07,25/06/2024 05:07,Y2.1 2024-06-25 05:05:30.979 J2375,J4315,25/06/2024 05:08,25/06/2024 05:08,25.57999992,Y2.1 2024-06-25 05:08:16.677 J4315,not self,0,1,J5704_Y2,J5704_Y2_2024,0,0,2,151,J2415_Y2_2024,J1627_Y2_2024,176,176,1,1,J2415_2024,NA,J1627_2024,NA,2,2,4,10,10,J2375_Y2_2024,172,5,no_juv_juv,solo_event,-0.457380792
Y1.1,01148B435D,22/07/2024 12:16,22/07/2024 12:17,30573,Y1.1 2024-07-22 12:16:30.128 J5716B,139.4630001,J5716B,2024,31.5950000286102s,primary,Y,Y1,204,16:30.1,12,MVYO,NA,NA,Y04,J2994,J3749,1,Y1_2024,J3369,22/07/2024 12:13,22/07/2024 12:14,22/07/2024 12:16,22/07/2024 12:17,Y1.1 2024-07-22 12:13:55.945 J3369,J5769,22/07/2024 12:17,22/07/2024 12:18,42.06699991,Y1.1 2024-07-22 12:17:43.789 J5769,not self,0,1,J5716B_Y1,J5716B_Y1_2024,0,0,1,154,J2994_Y1_2024,J3749_Y1_2024,173,141,31,63,J2994_2024,NA,J3749_2024,NA,2,2,4,6,6,J3369_Y1_2024,171,33,no_juv_juv,solo_event,0.401895253
Y2.1,01148B435D,13/07/2024 15:36,13/07/2024 15:36,49627,Y2.1 2024-07-13 15:36:28.829 J5716B,6.329999924,J5716B,2024,0s,primary,Y,Y2,195,36:28.8,15,MVYO,NA,NA,Y04,J2994,J3749,1,Y2_2024,J4044,13/07/2024 15:36,13/07/2024 15:36,13/07/2024 15:36,13/07/2024 15:36,Y2.1 2024-07-13 15:36:06.894 J4044,J4962,13/07/2024 15:42,13/07/2024 15:42,379.0840001,Y2.1 2024-07-13 15:42:47.914 J4962,not self,0,1,J5716B_Y2,J5716B_Y2_2024,0,0,2,154,J2994_Y2_2024,J3749_Y2_2024,138,174,57,21,J2994_2024,NA,J3749_2024,NA,2,2,4,5,5,J4044_Y2_2024,176,19,no_juv_juv,solo_event,0.401895253
Y2.1,01131301DA,01/07/2024 17:58,01/07/2024 17:58,42170,Y2.1 2024-07-01 17:58:02.483 J5717A,222.0639999,J5717A,2024,30.675999879837s,primary,Y,Y2,183,58:02.5,17,MVWO,NA,NA,Y08,J1182,J3692,1,Y2_2024,J1182,01/07/2024 17:53,01/07/2024 17:54,01/07/2024 17:58,01/07/2024 17:58,Y2.1 2024-07-01 17:53:50.959 J1182,J2375,02/07/2024 05:14,02/07/2024 05:15,40549.291,Y2.1 2024-07-02 05:14:22.450 J2375,not self,1,1,J5717A_Y2,J5717A_Y2_2024,1,2,11,154,J1182_Y2_2024,J3692_Y2_2024,139,174,44,9,J1182_2024,NA,J3692_2024,NA,2,2,4,10,10,J1182_Y2_2024,139,44,no_juv_juv,solo_event,0.401895253
Y2.1,01148A6B7A,24/07/2024 06:19,24/07/2024 06:20,51147,Y2.1 2024-07-24 06:19:38.687 J5722,42.85800004,J5722,2024,70.6380000114441s (~1.18 minutes),primary,Y,Y2,206,19:38.7,6,MVBO,NA,NA,Y04,J2994,J3749,1,Y2_2024,J2994,24/07/2024 06:18,24/07/2024 06:18,24/07/2024 06:19,24/07/2024 06:20,Y2.1 2024-07-24 06:18:52.544 J2994,J516,24/07/2024 06:26,24/07/2024 06:26,342.0680001,Y2.1 2024-07-24 06:26:31.393 J516,not self,1,1,J5722_Y2,J5722_Y2_2024,1,2,1,154,J2994_Y2_2024,J3749_Y2_2024,138,174,68,32,J2994_2024,NA,J3749_2024,NA,2,2,4,9,9,J2994_Y2_2024,138,68,no_juv_juv,solo_event,0.401895253
Y1.1,01148AAADF,28/06/2024 05:28,28/06/2024 05:28,21414,Y1.1 2024-06-28 05:28:30.391 J5723A,349.793,J5723A,2024,8.43799996376038s,primary,Y,Y1,180,28:30.4,5,MVRZB,NA,NA,Y24,J1318,J494,1,Y1_2024,J3369,28/06/2024 05:22,28/06/2024 05:22,28/06/2024 05:28,28/06/2024 05:28,Y1.1 2024-06-28 05:22:32.150 J3369,J2542,28/06/2024 05:41,28/06/2024 05:42,800.533,Y1.1 2024-06-28 05:41:59.361 J2542,not self,0,1,J5723A_Y1,J5723A_Y1_2024,0,0,32,152,J1318_Y1_2024,J494_Y1_2024,140,NA,40,NA,J1318_2024,NA,J494_2024,NA,2,0,2,6,6,J3369_Y1_2024,171,9,no_juv_juv,solo_event,-0.170955444
Y1.1,01148ACD3C,04/07/2024 17:08,04/07/2024 17:08,24329,Y1.1 2024-07-04 17:08:02.213 J5723B,21.7190001,J5723B,2024,1.91899991035461s,primary,Y,Y1,186,08:02.2,17,MVOO,NA,NA,Y08,J1182,J3692,1,Y1_2024,J2961,04/07/2024 17:07,04/07/2024 17:07,04/07/2024 17:08,04/07/2024 17:08,Y1.1 2024-07-04 17:07:19.233 J2961,J4521,04/07/2024 17:08,04/07/2024 17:08,3.312000036,Y1.1 2024-07-04 17:08:07.444 J4521,not self,0,1,J5723B_Y1,J5723B_Y1_2024,1,1,4,154,J1182_Y1_2024,J3692_Y1_2024,NA,NA,NA,NA,J1182_2024,NA,J3692_2024,NA,0,0,0,9,9,J2961_Y1_2024,13,173,no_juv_juv,solo_event,0.401895253
Y2.1,01148ACD3C,07/07/2024 06:53,07/07/2024 06:53,44952,Y2.1 2024-07-07 06:53:20.375 J5723B,0,J5723B,2024,2.32500004768372s,primary,Y,Y2,189,53:20.4,6,MVOO,NA,NA,Y08,J1182,J3692,1,Y2_2024,J1182,07/07/2024 06:53,07/07/2024 06:53,07/07/2024 06:53,07/07/2024 06:53,Y2.1 2024-07-07 06:53:06.144 J1182,J1182,07/07/2024 06:53,07/07/2024 06:54,0,Y2.1 2024-07-07 06:53:22.700 J1182,not self,1,1,J5723B_Y2,J5723B_Y2_2024,1,2,9,154,J1182_Y2_2024,J3692_Y2_2024,139,174,50,15,J1182_2024,NA,J3692_2024,NA,2,2,4,10,10,J1182_Y2_2024,139,50,no_juv_juv,solo_event,0.401895253
Y1.1,01148AD782,11/07/2024 16:26,11/07/2024 16:26,25213,Y1.1 2024-07-11 16:26:04.373 J5724,38.49800014,J5724,2024,2.04899978637695s,primary,Y,Y1,193,26:04.4,16,MVBZB,NA,NA,Y24,J1318,J494,1,Y1_2024,J1490,11/07/2024 16:25,11/07/2024 16:25,11/07/2024 16:26,11/07/2024 16:26,Y1.1 2024-07-11 16:25:17.491 J1490,J5503,11/07/2024 16:26,11/07/2024 16:26,17.727,Y1.1 2024-07-11 16:26:24.148 J5503,not self,0,1,J5724_Y1,J5724_Y1_2024,0,0,12,152,J1318_Y1_2024,J494_Y1_2024,140,NA,53,NA,J1318_2024,NA,J494_2024,NA,2,0,2,10,10,J1490_Y1_2024,172,21,no_juv_juv,solo_event,-0.170955444
Z2.1,01148B2466,13/07/2024 06:33,13/07/2024 06:34,8888,Z2.1 2024-07-13 06:33:54.235 J5728A,651.0240002,J5728A,2024,16.4039998054504s,primary,Z,Z2,195,33:54.2,6,MVOY,NA,NA,Z02,J3361,J3383,1,Z2_2024,J6071,13/07/2024 06:22,13/07/2024 06:23,13/07/2024 06:33,13/07/2024 06:34,Z2.1 2024-07-13 06:22:59.486 J6071,J5728A,13/07/2024 06:36,13/07/2024 06:37,152.2509999,Z2.1 2024-07-13 06:36:42.888 J5728A,not self,0,1,J5728A_Z2,J5728A_Z2_2024,0,0,5,151,J3361_Z2_2024,J3383_Z2_2024,NA,129,NA,66,J3361_2024,NA,J3383_2024,NA,0,2,2,1,1,J6071_Z2_2024,194,1,juv_juv,solo_event,-0.457380792
Y1.1,01148AAF1A,09/07/2024 10:01,09/07/2024 10:02,24654,Y1.1 2024-07-09 10:01:33.756 J5728B,6873.868,J5728B,2024,27.731999874115s,primary,Y,Y1,191,01:33.8,10,MVWBZ,NA,NA,Y26,J2952,J2941,1,Y1_2024,J4699,09/07/2024 08:06,09/07/2024 08:06,09/07/2024 10:01,09/07/2024 10:02,Y1.1 2024-07-09 08:06:30.150 J4699,J4521,09/07/2024 13:33,09/07/2024 13:34,12709.809,Y1.1 2024-07-09 13:33:51.296 J4521,not self,0,1,J5728B_Y1,J5728B_Y1_2024,0,0,28,155,J2952_Y1_2024,J2941_Y1_2024,NA,13,NA,178,J2952_2024,NA,J2941_2024,NA,0,2,2,3,3,J4699_Y1_2024,13,178,no_juv_juv,solo_event,0.688320602
Y3.1,01148AAF1A,15/07/2024 12:40,15/07/2024 12:40,23874,Y3.1 2024-07-15 12:40:42.644 J5728B,148.5569999,J5728B,2024,12.2410001754761s,primary,Y,Y3,197,40:42.6,12,MVWBZ,NA,NA,Y26,J2952,J2941,1,Y3_2024,J5074,15/07/2024 12:38,15/07/2024 12:38,15/07/2024 12:40,15/07/2024 12:40,Y3.1 2024-07-15 12:38:09.926 J5074,J5728B,15/07/2024 12:41,15/07/2024 12:41,11.86299992,Y3.1 2024-07-15 12:41:06.750 J5728B,not self,0,1,J5728B_Y3,J5728B_Y3_2024,0,0,5,155,J2952_Y3_2024,J2941_Y3_2024,159,136,38,61,J2952_2024,NA,J2941_2024,NA,2,2,4,3,3,J5074_Y3_2024,197,0,no_juv_juv,solo_event,0.688320602
Y1.1,01148B129E,13/07/2024 17:38,13/07/2024 17:39,25640,Y1.1 2024-07-13 17:38:12.111 J5730,260.359,J5730,2024,54.4660000801086s,primary,Y,Y1,195,38:12.1,17,MVYZW,NA,NA,Y29,J2392,J4521,1,Y1_2024,J6043,13/07/2024 17:33,13/07/2024 17:33,13/07/2024 17:38,13/07/2024 17:39,Y1.1 2024-07-13 17:33:34.664 J6043,J5730,13/07/2024 17:41,13/07/2024 17:42,124.9070001,Y1.1 2024-07-13 17:41:11.485 J5730,not self,0,1,J5730_Y1,J5730_Y1_2024,0,0,3,154,J2392_Y1_2024,J4521_Y1_2024,179,170,16,25,J2392_2024,NA,J4521_2024,NA,2,2,4,1,1,J6043_Y1_2024,187,8,juv_juv,solo_event,0.401895253
Y3.1,01148B129E,16/07/2024 18:36,16/07/2024 18:37,24186,Y3.1 2024-07-16 18:36:59.145 J5730,1.020999908,J5730,2024,13.1440000534058s,primary,Y,Y3,198,36:59.1,18,MVYZW,NA,NA,Y29,J2392,J4521,1,Y3_2024,J4699,16/07/2024 18:36,16/07/2024 18:36,16/07/2024 18:36,16/07/2024 18:37,Y3.1 2024-07-16 18:36:18.394 J4699,J2941,16/07/2024 18:37,16/07/2024 18:37,12.46000004,Y3.1 2024-07-16 18:37:24.750 J2941,not self,0,1,J5730_Y3,J5730_Y3_2024,0,0,7,154,J2392_Y3_2024,J4521_Y3_2024,159,158,39,40,J2392_2024,NA,J4521_2024,NA,2,2,4,3,3,J4699_Y3_2024,168,30,no_juv_juv,solo_event,0.401895253
Y3.1,01148A8794,10/07/2024 07:37,10/07/2024 07:38,22918,Y3.1 2024-07-10 07:37:59.325 J5731,0,J5731,2024,24.0719997882843s,primary,Y,Y3,192,37:59.3,7,MVWOZ,NA,NA,Y33,J3096,J2801,1,Y3_2024,J3096,10/07/2024 07:37,10/07/2024 07:37,10/07/2024 07:37,10/07/2024 07:38,Y3.1 2024-07-10 07:37:13.963 J3096,J5021,10/07/2024 07:38,10/07/2024 07:38,0,Y3.1 2024-07-10 07:38:23.395 J5021,not self,1,1,J5731_Y3,J5731_Y3_2024,1,2,1,155,J3096_Y3_2024,J2801_Y3_2024,168,159,24,33,J3096_2024,NA,J2801_2024,NA,2,2,4,7,7,J3096_Y3_2024,168,24,no_juv_juv,solo_event,0.688320602
Z2.1,01148A6257,12/07/2024 14:00,12/07/2024 14:00,8414,Z2.1 2024-07-12 14:00:49.742 J5734,0,J5734,2024,0s,primary,Z,Z2,194,00:49.7,14,MVYZY,NA,NA,Z17,J990,J909,1,Z2_2024,J990,12/07/2024 14:00,12/07/2024 14:00,12/07/2024 14:00,12/07/2024 14:00,Z2.1 2024-07-12 14:00:26.828 J990,J4112,12/07/2024 14:08,12/07/2024 14:08,484.7789998,Z2.1 2024-07-12 14:08:54.520 J4112,not self,1,1,J5734_Z2,J5734_Z2_2024,1,2,1,152,J990_Z2_2024,J909_Z2_2024,55,NA,139,NA,J990_2024,NA,J909_2024,NA,2,0,2,10,10,J990_Z2_2024,55,139,no_juv_juv,solo_event,-0.170955444
Y1.1,01148A600E,29/07/2024 16:30,29/07/2024 16:30,34895,Y1.1 2024-07-29 16:30:50.414 J5735,495.9749999,J5735,2024,2.05000019073486s,primary,Y,Y1,211,30:50.4,16,MVGW,NA,NA,Z05,J2951,J2149,1,Y1_2024,J4646,29/07/2024 16:21,29/07/2024 16:22,29/07/2024 16:30,29/07/2024 16:30,Y1.1 2024-07-29 16:21:55.447 J4646,J5735,29/07/2024 16:31,29/07/2024 16:31,14.73000002,Y1.1 2024-07-29 16:31:07.195 J5735,not self,0,1,J5735_Y1,J5735_Y1_2024,0,0,2,153,J2951_Y1_2024,J2149_Y1_2024,NA,171,NA,40,J2951_2024,NA,J2149_2024,NA,0,2,2,5,5,J4646_Y1_2024,12,199,no_juv_juv,solo_event,0.115469905
Z2.1,01148A600E,19/07/2024 14:06,19/07/2024 14:06,13937,Z2.1 2024-07-19 14:06:17.322 J5735,2615.646,J5735,2024,13.6119999885559s,primary,Z,Z2,201,06:17.3,14,MVGW,NA,NA,Z05,J2951,J2149,1,Z2_2024,J5607,19/07/2024 13:22,19/07/2024 13:22,19/07/2024 14:06,19/07/2024 14:06,Z2.1 2024-07-19 13:22:37.513 J5607,J5735,19/07/2024 14:06,19/07/2024 14:07,23.648,Z2.1 2024-07-19 14:06:54.582 J5735,not self,0,1,J5735_Z2,J5735_Z2_2024,0,0,37,153,J2951_Z2_2024,J2149_Z2_2024,NA,178,NA,23,J2951_2024,NA,J2149_2024,NA,0,2,2,2,2,J5607_Z2_2024,155,46,no_juv_juv,solo_event,0.115469905
Y2.1,011312FF56,24/06/2024 06:25,24/06/2024 06:25,39007,Y2.1 2024-06-24 06:25:45.243 J5737,7.917999983,J5737,2024,0.663000106811523s,primary,Y,Y2,176,25:45.2,6,MVBZO,NA,NA,Z11,J1964,J595,1,Y2_2024,J1964,24/06/2024 06:25,24/06/2024 06:25,24/06/2024 06:25,24/06/2024 06:25,Y2.1 2024-06-24 06:25:03.641 J1964,J5737,24/06/2024 06:26,24/06/2024 06:26,20.47300005,Y2.1 2024-06-24 06:26:06.380 J5737,not self,1,1,J5737_Y2,J5737_Y2_2024,1,2,4,154,J1964_Y2_2024,J595_Y2_2024,172,173,4,3,J1964_2024,NA,J595_2024,NA,2,2,4,10,10,J1964_Y2_2024,172,4,no_juv_juv,solo_event,0.401895253
Z2.1,01148AEB39,31/07/2024 14:14,31/07/2024 14:14,5871,Z2.1 2024-07-31 14:14:05.332 J5740,622.0969999,J5740,2024,31.9000000953674s,primary,Z,Z2,213,14:05.3,14,MVWW,M,NA,Z25,J3508,J2783,1,Z2_2024,J5657A,31/07/2024 14:03,31/07/2024 14:03,31/07/2024 14:14,31/07/2024 14:14,Z2.1 2024-07-31 14:03:13.591 J5657A,J5742,31/07/2024 14:32,31/07/2024 14:32,1093.719,Z2.1 2024-07-31 14:32:50.952 J5742,not self,0,1,J5740_Z2,J5740_Z2_2024,0,0,5,153,J3508_Z2_2024,J2783_Z2_2024,62,61,151,152,J3508_2024,NA,J2783_2024,NA,2,2,4,1,1,J5657A_Z2_2024,212,1,juv_juv,solo_event,0.115469905
Y2.1,01148AA2E7,30/06/2024 07:42,30/06/2024 07:42,41732,Y2.1 2024-06-30 07:42:44.496 J5742,161.3770001,J5742,2024,0s,primary,Y,Y2,182,42:44.5,7,MVORZ,NA,NA,Z23,J2500,J2168,1,Y2_2024,J1057,30/06/2024 07:39,30/06/2024 07:40,30/06/2024 07:42,30/06/2024 07:42,Y2.1 2024-06-30 07:39:44.953 J1057,J3467,30/06/2024 07:45,30/06/2024 07:46,184.487,Y2.1 2024-06-30 07:45:48.983 J3467,not self,0,1,J5742_Y2,J5742_Y2_2024,0,0,1,155,J2500_Y2_2024,J2168_Y2_2024,NA,177,NA,5,J2500_2024,NA,J2168_2024,NA,0,2,2,10,10,J1057_Y2_2024,182,0,no_juv_juv,solo_event,0.688320602
Z2.1,01148AA2E7,24/07/2023 08:23,24/07/2023 08:23,17396,Z2.1 2023-07-24 08:23:27.835 J5742,NA,J5742,2024,5.0290002822876s,primary,Z,Z2,205,23:27.8,8,MVORZ,NA,NA,Z23,J2500,J2168,1,Z2_2024,NA,NA,NA,24/07/2023 08:23,24/07/2023 08:23,NA,J5742,24/07/2023 08:24,24/07/2023 08:26,47.89999986,Z2.1 2023-07-24 08:24:20.766 J5742,NA,0,1,J5742_Z2,J5742_Z2_2024,0,0,53,155,J2500_Z2_2024,J2168_Z2_2024,NA,129,NA,76,J2500_2024,NA,J2168_2024,NA,0,2,2,NA,NA,NA_Z2_2024,NA,NA,NA,solo_event,0.688320602
Y1.1,01148A8792,14/07/2024 13:24,14/07/2024 13:24,25909,Y1.1 2024-07-14 13:24:14.917 J5763,0.766000032,J5763,2024,0.78600001335144s,primary,Y,Y1,196,24:14.9,13,MVGO,NA,NA,Y22,J2128,J2263,1,Y1_2024,J2128,14/07/2024 13:23,14/07/2024 13:24,14/07/2024 13:24,14/07/2024 13:24,Y1.1 2024-07-14 13:23:22.447 J2128,J2128,14/07/2024 13:24,14/07/2024 13:24,0,Y1.1 2024-07-14 13:24:15.703 J2128,not self,1,1,J5763_Y1,J5763_Y1_2024,1,2,83,154,J2128_Y1_2024,J2263_Y1_2024,13,12,183,184,J2128_2024,NA,J2263_2024,NA,2,2,4,8,8,J2128_Y1_2024,13,183,no_juv_juv,solo_event,0.401895253
Y1.1,01148B2E7A,22/06/2024 12:36,22/06/2024 12:36,17437,Y1.1 2024-06-22 12:36:35.460 J5765,566.5929999,J5765,2024,0s,primary,Y,Y1,174,36:35.5,12,MVBYZ,NA,NA,Y25,J972,J1893,1,Y1_2024,J1368,22/06/2024 12:27,22/06/2024 12:27,22/06/2024 12:36,22/06/2024 12:36,Y1.1 2024-06-22 12:27:07.838 J1368,J5765,22/06/2024 12:36,22/06/2024 12:36,15.34200001,Y1.1 2024-06-22 12:36:50.802 J5765,not self,0,1,J5765_Y1,J5765_Y1_2024,0,0,3,155,J972_Y1_2024,J1893_Y1_2024,12,13,162,161,J972_2024,NA,J1893_2024,NA,2,2,4,11,11,J1368_Y1_2024,142,32,no_juv_juv,solo_event,0.688320602
Y1.1,01148AA557,07/07/2024 07:34,07/07/2024 07:35,24586,Y1.1 2024-07-07 07:34:50.470 J5766,4133.291,J5766,2024,30.577999830246s,primary,Y,Y1,189,34:50.5,7,MVWGZ,NA,NA,Y26,J2952,J2941,1,Y1_2024,J3719,07/07/2024 06:25,07/07/2024 06:25,07/07/2024 07:34,07/07/2024 07:35,Y1.1 2024-07-07 06:25:41.861 J3719,J5095,07/07/2024 07:35,07/07/2024 07:35,18.42000008,Y1.1 2024-07-07 07:35:39.467 J5095,not self,0,1,J5766_Y1,J5766_Y1_2024,0,0,33,155,J2952_Y1_2024,J2941_Y1_2024,NA,13,NA,176,J2952_2024,NA,J2941_2024,NA,0,2,2,5,5,J3719_Y1_2024,177,12,no_juv_juv,solo_event,0.688320602
Z2.1,01148AA557,11/07/2024 14:43,11/07/2024 14:43,7060,Z2.1 2024-07-11 14:43:26.562 J5766,1.026000023,J5766,2024,2.04999995231628s,primary,Z,Z2,193,43:26.6,14,MVWGZ,NA,NA,Y26,J2952,J2941,1,Z2_2024,J2168,11/07/2024 14:43,11/07/2024 14:43,11/07/2024 14:43,11/07/2024 14:43,Z2.1 2024-07-11 14:43:23.486 J2168,J5766,11/07/2024 14:43,11/07/2024 14:44,12.73699999,Z2.1 2024-07-11 14:43:41.348 J5766,not self,0,1,J5766_Z2,J5766_Z2_2024,0,0,8,155,J2952_Z2_2024,J2941_Z2_2024,NA,NA,NA,NA,J2952_2024,NA,J2941_2024,NA,0,0,0,8,8,J2168_Z2_2024,129,64,no_juv_juv,solo_event,0.688320602
